Game,#,Key in…,Effect…,Code Source,Original Order
Ax Battler--A Legend of Golden Axe,1,02C-0BF-F72,Start with 1 energy bar,Official Code - GGCD1.txt,31
Ax Battler--A Legend of Golden Axe,2,04C-0BF-F72,Start with 2 energy bars,Official Code - GGCD1.txt,32
Ax Battler--A Legend of Golden Axe,3,3E7-23B-80E,31 vases on pick-up (maximum),Official Code - GGCD1.txt,33
Ax Battler--A Legend of Golden Axe,4,3A4-C1D-2A2,"Hotels, weapons, etc. cost nothing",Official Code - GGCD1.txt,34
Ayrton Senna's Super Monaco GP II,1,21B-60B-2A2,"Can't lose or gain place--to overtake, turn off code, pass, turn on again",Official Code - GGCD1.txt,35
Ayrton Senna's Super Monaco GP II,2,00B-3DF-3B7,Infinite time,Official Code - GGCD1.txt,36
Bartman Meets Radioactive Man,1,004-E5E-3B7,Infinite lives,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1034
Bartman Meets Radioactive Man,2,000-02C-F7A,Infinite energy,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1035
Bartman Meets Radioactive Man,3,011-56C-B3A,Start with mega-energy,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1036
Bartman Meets Radioactive Man,4,00F-93F-3BE,One hit and you're invincible,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1037
Bartman Meets Radioactive Man,5,010-20C-C4A,Don't flash after getting hit,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1038
Bartman Meets Radioactive Man,6,190-20C-C4A,Longer flash after getting hit,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1039
Bartman Meets Radioactive Man,7,C9F-C3D-082,Most enemies can't even touch you,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1040
Bartman Meets Radioactive Man,8,002-36C-19E,Infinite laser bolts on pick-up,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1041
Batman Returns,1,028-498-E66,Start with 2 lives,Official Code - GGCD1.txt,37
Batman Returns,2,058-498-E66 ,Start with 5 lives,Official Code - GGCD1.txt,38
Batman Returns,3,078-498-E66 ,Start with 7 lives,Official Code - GGCD1.txt,39
Batman Returns,4,00A-57A-E6E,Infinite lives,Official Code - GGCD1.txt,40
Batman Returns,5,004-758-19E ,Infinite special items,Official Code - GGCD1.txt,41
Batman Returns,6,028-4E8-C42 ,Start with 2 energy units--1st life,Official Code - GGCD1.txt,42
Batman Returns,7,068-4E8-C42 ,Start with 6 energy units--1st life,Official Code - GGCD1.txt,43
Batman Returns,8,088-4E8-C42 ,Start with 8 energy units--1st life,Official Code - GGCD1.txt,44
Batman Returns,9,02B-33A-C42 ,Start with 2 energy units--after 1st life,Official Code - GGCD1.txt,45
Batman Returns,10,04B-33A-C42,Start with 4 energy units--after 1st life,Official Code - GGCD1.txt,46
Batman Returns,11,08B-33A-C42,Start with 8 energy units--after 1st life,Official Code - GGCD1.txt,47
Batman Returns,12,038-538-E6E,Start with 3 special items--1st life,Official Code - GGCD1.txt,48
Batman Returns,13,03B-38A-E6E,Start with 3 special items--after 1st life,Official Code - GGCD1.txt,49
Batman Returns,14,06B-38A-E6E,Start with 6 special items--after 1st life,Official Code - GGCD1.txt,50
Batman Returns,15,09B-38A-E6E,Start with 9 special items--after 1st life,Official Code - GGCD1.txt,51
Beavis & Butthead,1,01B-0BD-E66,Start with 1 life,Official Code - GGCD12.txt,1379
Beavis & Butthead,2,05B-0BD-E66,Start with 5 lives,Official Code - GGCD12.txt,1380
Beavis & Butthead,3,09B-0BD-E66,Start with 9 lives,Official Code - GGCD12.txt,1381
Beavis & Butthead,4,00B-5ED-3B7,Almost infinite bulbs,Official Code - GGCD12.txt,1382
Beavis & Butthead,5,01B-06D-E66,Start with 1 bulb,Official Code - GGCD12.txt,1383
Beavis & Butthead,6,05B-06D-E66,Start with 5 bulbs,Official Code - GGCD12.txt,1384
Beavis & Butthead,7,09B-06D-E66,Start with 9 bulbs,Official Code - GGCD12.txt,1385
Beavis & Butthead,8,00B-0FD-5D4,Lose all your bulbs on the 1st level and move on to the next level,Official Code - GGCD12.txt,1386
Bonkers: Wax Up!,1,009-87F-E66,Start with 1/4 energy,Official Code - GGCD16.txt,1542
Bonkers: Wax Up!,2,019-87F-E66,Start with 1/2 energy,Official Code - GGCD16.txt,1543
Bonkers: Wax Up!,3,213-6A5-6E2,Infinite energy,Official Code - GGCD16.txt,1544
Bonkers: Wax Up!,4,3AB-286-2A2,Infinite lives,Official Code - GGCD16.txt,1545
Bonkers: Wax Up!,5,00B-746-E66,Start with 1/4 energy after first life,Official Code - GGCD16.txt,1546
Bonkers: Wax Up!,6,01B-746-E66,Start with 1/2 energy after first life,Official Code - GGCD16.txt,1547
Bonkers: Wax Up!,7,000-045-197,Dont flash after getting hit,Official Code - GGCD16.txt,1548
Bonkers: Wax Up!,8,990-045-197,Flash a lot longer after getting hit,Official Code - GGCD16.txt,1549
Bonkers: Wax Up!,9,00F-4B7-3BE + 00F-4F7-3BA,1 hit and you become invincible,Official Code - GGCD16.txt,1550
Bonkers: Wax Up!,10,C35-285-E61,Almost invincible,Official Code - GGCD16.txt,1551
Bonkers: Wax Up!,11,009-8CF-E66,Start with 1 life,Official Code - GGCD16.txt,1552
Bonkers: Wax Up!,12,049-8CF-E66,Start with 5 lives,Official Code - GGCD16.txt,1553
Bonkers: Wax Up!,13,099-8CF-E66,Start with 10 lives,Official Code - GGCD16.txt,1554
Bram Stoker's Dracula,5,002-4FA-E66,Start with 1 life,Official Code - GGCD2.txt,589
Bram Stoker's Dracula,1,012-4FA-E66,Start with 2 lives,Official Code - GGCD2.txt,590
Bram Stoker's Dracula,2,052-4FA-E66,Start with 6 lives,Official Code - GGCD2.txt,591
Bram Stoker's Dracula,3,092-4FA-E66,Start with 10 lives,Official Code - GGCD2.txt,592
Bram Stoker's Dracula,4,3A3-C8A-2A2,Infinite lives,Official Code - GGCD2.txt,593
Bram Stoker's Dracula,5,012-4AA-F7A,Start with energy at 1--1st life,Official Code - GGCD2.txt,594
Bram Stoker's Dracula,6,062-4AA-F7A,Start with energy at 6--1st life,Official Code - GGCD2.txt,595
Bram Stoker's Dracula,7,092-4AA-F7A,Start with energy at 9--1st life,Official Code - GGCD2.txt,596
Bram Stoker's Dracula,8,013-C0A-F7A,Start with energy at 1--after 1st life,Official Code - GGCD2.txt,597
Bram Stoker's Dracula,9,063-C0A-F7A,Start with energy at 6--after 1st life,Official Code - GGCD2.txt,598
Bram Stoker's Dracula,10,093-C0A-F7A,Start with energy at 9--after 1st life,Official Code - GGCD2.txt,599
Bram Stoker's Dracula,11,3A4-39C-2A2,"After pick-up, keep weapons until end of level",Official Code - GGCD2.txt,600
Bram Stoker's Dracula,12,001-7BB-19E,Infinite time,Official Code - GGCD2.txt,601
Bram Stoker's Dracula,13,3A5-93C-2A2,Invincible (blinking),Official Code - GGCD2.txt,602
Bram Stoker's Dracula,14,C39-95E-E61,Immunity from water and spikes,Official Code - GGCD2.txt,603
Bubble Bobble,1,01F-0BE-F72,Start with 1 life,Official Code - GGCD14.txt,1430
Bubble Bobble,2,09F-0BE-F72,Start with 9 lives,Official Code - GGCD14.txt,1431
Bubble Bobble,3,0FF-0BE-F72,Start with 15 lives,Official Code - GGCD14.txt,1432
Bubble Bobble,4,00F-12E-5D4,"Start with letters ""X"" and ""T""",Official Code - GGCD14.txt,1433
Bubble Bobble,5,FF0-4B7-E6A + FF9-607-E6A,Almost invincible,Official Code - GGCD14.txt,1434
Castle of Illusion starring Mickey Mouse,1,008-A6E-E6E,Infinite lives,Official Code - GGCD1.txt,52
Castle of Illusion starring Mickey Mouse,2,003-64C-E69,Infinite energy,Official Code - GGCD1.txt,53
Castle of Illusion starring Mickey Mouse,3,029-76F-E66,Start with 2 energy stars,Official Code - GGCD1.txt,54
Castle of Illusion starring Mickey Mouse,4,049-76F-E66,Start with 4 energy stars,Official Code - GGCD1.txt,55
Castle of Illusion starring Mickey Mouse,5,059-76F-E66,Start with 5 energy stars,Official Code - GGCD1.txt,56
Castle of Illusion starring Mickey Mouse,6,036-C1E-F7A,Timer starts at 300,Official Code - GGCD1.txt,57
Castle of Illusion starring Mickey Mouse,7,056-C1E-F7A,Timer starts at 500,Official Code - GGCD1.txt,58
Castle of Illusion starring Mickey Mouse,8,066-C1E-F7A,Timer starts at 600,Official Code - GGCD1.txt,59
Chakan,1,007-A4E-A28,Infinite health (skull),Official Code - GGCD1.txt,60
Chakan,2,307-90E-D5A,Stay invincible longer after getting hit,Official Code - GGCD1.txt,61
Chakan,3,807-90E-D5A,Stay invincible a lot longer after getting hit,Official Code - GGCD1.txt,62
Chakan,4,002-6FE-19E,Stay invincible for almost forever after getting hit,Official Code - GGCD1.txt,63
Chakan,,*=Don't combine with each other,,Official Code - GGCD1.txt,64
Chakan,5,AA0-1D4-5DC,*Start with ice sword in inventory,Official Code - GGCD1.txt,65
Chakan,6,AB0-1D4-5DC,*Start with fire sword,Official Code - GGCD1.txt,66
Chakan,7,AC0-1D4-5DC,*Start with lightning sword,Official Code - GGCD1.txt,67
Chakan,8,A60-184-6E8 + FF0-164-E6E,Start with eye,Official Code - GGCD1.txt,68
Chakan,9,A80-184-6E8 + FF0-164-E6E,Start with sickle,Official Code - GGCD1.txt,69
Chakan,10,A90-184-6E8 + FF0-164-E6E,Start with egg timer,Official Code - GGCD1.txt,70
Chase H.Q. ,1,006-B4D-3BE,Infinite turbos,Official Code - GGCD1.txt,71
Chase H.Q. ,2,324-74D-10A,Timer starts at 50 seconds --1st life,Official Code - GGCD1.txt,72
Chase H.Q. ,3,464-74D-10A,Timer starts at 70 sceonds --1st life,Official Code - GGCD1.txt,73
Chase H.Q. ,4,5A4-74D-10A,Timer starts at 90 seconds --1st life,Official Code - GGCD1.txt,74
Chase H.Q. ,5,327-61C-10A,Timer starts at 50 seconds--after 1st life,Official Code - GGCD1.txt,75
Chuck Rock,1,008-52E-E66,Start with 1 life,Official Code - GGCD1.txt,76
Chuck Rock,2,018-52E-E66,Start with 2 lives,Official Code - GGCD1.txt,77
Chuck Rock,3,058-52E-E66,Start with 6 lives,Official Code - GGCD1.txt,78
Chuck Rock,4,88A-5CE-F72,Start with mega energy--1st life,Official Code - GGCD1.txt,79
Chuck Rock,5,02E-EBF-E6A,Start on level 2,Official Code - GGCD1.txt,80
Chuck Rock,6,03E-EBF-E6A,Start on level 3,Official Code - GGCD1.txt,81
Chuck Rock,7,04E-EBF-E6A,Start on level 4,Official Code - GGCD1.txt,82
Chuck Rock,8,3AB-0EE-19D,Start with lots of lives (ignore counter),Official Code - GGCD1.txt,83
Cliffhanger,1,011-98E-E62,Start with 2 life,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1044
Cliffhanger,2,041-98E-E62,Start with 5 lives,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1045
Cliffhanger,3,091-98E-E62,Start with 10 lives,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1046
Cliffhanger,4,012-73E-B39,Infinite lives,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1047
Cliffhanger,5,011-A3E-A2A,Start with 1 energy bar,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1048
Cliffhanger,6,051-A3E-A2A,Start with 5 energy bars,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1049
Cliffhanger,7,018-9AE-B39,One hit kills,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1050
Cliffhanger,8,011-80E-E66,1 continue,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1051
Cliffhanger,9,051-80E-E66,5 continues,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1052
Cliffhanger,10,091-80E-E66,9 continues,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1053
Cliffhanger,11,C90-C6A-E69,Invincibility,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1054
Cliffhanger,12,031-85E-E6A,Start on level 2,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1055
Cliffhanger,13,061-85E-E6A,Start on level 3,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1056
Cliffhanger,14,081-85E-E6A,Start on level 4,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1057
Clutch Hitter,1,005-109-19A,Strikes aren't called (except fouls),Official Code - GGCD1.txt,84
Clutch Hitter,2,025-129-E66,2 strikes and you're out,Official Code - GGCD1.txt,85
Clutch Hitter,3,045-129-E66,4 strikes and you're out,Official Code - GGCD1.txt,86
Clutch Hitter,4,015-3B9-F7A,1 ball and you walk,Official Code - GGCD1.txt,87
Clutch Hitter,5,025-3B9-F7A,2 balls and you walk,Official Code - GGCD1.txt,88
Clutch Hitter,6,005-399-19A,Balls aren't counted,Official Code - GGCD1.txt,89
Clutch Hitter,7,008-E99-19A + 008-F89-19A,No scoring--turn codes off to score,Official Code - GGCD1.txt,90
Crystal Warriors,1,96D-335-6EA,Iris starts with 50 HP,Official Code - GGCD1.txt,91
Crystal Warriors,2,96D-345-802,Iris starts with 50 MP,Official Code - GGCD1.txt,92
Crystal Warriors,3,96D-355-A22,Iris starts with 50 AP,Official Code - GGCD1.txt,93
Crystal Warriors,4,96D-365-C42,Iris starts with 50 DP,Official Code - GGCD1.txt,94
Crystal Warriors,5,96D-375-C42,Iris starts with 50 LK,Official Code - GGCD1.txt,95
Deep Duck Trouble Starring Donald Duck,1,016-DBF-E66,Start with 1 life,Official Code - GGCD12.txt,1387
Deep Duck Trouble Starring Donald Duck,2,0A6-DBF-E66,Start with 10 lives,Official Code - GGCD12.txt,1388
Deep Duck Trouble Starring Donald Duck,3,0F6-DBF-E66,Start with 15 lives,Official Code - GGCD12.txt,1389
Deep Duck Trouble Starring Donald Duck,4,016-E8F-E66,Start with 1 gem,Official Code - GGCD12.txt,1390
Deep Duck Trouble Starring Donald Duck,5,0A6-E8F-E66,Start with 10 gems,Official Code - GGCD12.txt,1391
Deep Duck Trouble Starring Donald Duck,6,0F6-E8F-E66,Start with 15 gems,Official Code - GGCD12.txt,1392
Deep Duck Trouble Starring Donald Duck,7,886-E4F-5D4,Start on Inlet,Official Code - GGCD12.txt,1393
Deep Duck Trouble Starring Donald Duck,8,3A9-319-2A2,Infinite lives,Official Code - GGCD12.txt,1394
Deep Duck Trouble Starring Donald Duck,9,014-35E-E66,Get 1 star after you lose a life,Official Code - GGCD12.txt,1395
Deep Duck Trouble Starring Donald Duck,10,0A4-35E-E66,Get 10 stars after you lose a life,Official Code - GGCD12.txt,1396
Deep Duck Trouble Starring Donald Duck,11,0F4-35E-E66,Get 15 stars after you lose a life,Official Code - GGCD12.txt,1397
Deep Duck Trouble Starring Donald Duck,12,3A0-5D5-2A2,Almost infinite stars,Official Code - GGCD12.txt,1398
Deep Duck Trouble Starring Donald Duck,13,C90-C65-082,Almost invincible,Official Code - GGCD12.txt,1399
Desert Speed Trap,15,212-39B-19D,Infinite hits ,Official Code - GGCD2.txt,604
Desert Speed Trap,1,014-74E-E66,2 energy points allowed for 1st life only ,Official Code - GGCD2.txt,605
Desert Speed Trap,2,024-74E-E66,3 energy points allowed for 1st life only ,Official Code - GGCD2.txt,606
Desert Speed Trap,3,004-74E-E66,1 energy point allowed for 1st life only ,Official Code - GGCD2.txt,607
Desert Speed Trap,4,094-74E-E66,10 energy points allowed for 1st life only--MAY MESS UP ENERGY BAR,Official Code - GGCD2.txt,608
Desert Speed Trap,5,015-3AF-E62,Start with 2 lives,Official Code - GGCD2.txt,609
Desert Speed Trap,6,065-3AF-E62,Start with 6 lives,Official Code - GGCD2.txt,610
Desert Speed Trap,7,095-3AF-E62,Start with 9 lives,Official Code - GGCD2.txt,611
Desert Speed Trap,8,001-59B-A2A,Infinite timer,Official Code - GGCD2.txt,612
Desert Speed Trap,9,015-0FF-E66,Start with 1 credit,Official Code - GGCD2.txt,613
Desert Speed Trap,10,055-0FF-E66,Start with 5 credits,Official Code - GGCD2.txt,614
Desert Speed Trap,11,075-0FF-E66,Start with 7 credits,Official Code - GGCD2.txt,615
Desert Speed Trap,12,095-0FF-E66,Start with 9 credits,Official Code - GGCD2.txt,616
Desert Speed Trap,13,C31-A8B-E61,Enemies can't hurt,Official Code - GGCD2.txt,617
Desert Speed Trap,14,035-0FF-E66 + 325-13F-082,Start on level 3,Official Code - GGCD2.txt,618
Desert Speed Trap,15,065-0FF-E66 + 325-13F-082,Start on level 6,Official Code - GGCD2.txt,619
Desert Speed Trap,16,095-0FF-E66 + 325-13F-082,Start on level 9,Official Code - GGCD2.txt,620
Desert Speed Trap,17,0E5-0FF-E66 + 325-13F-082,Start on last level,Official Code - GGCD2.txt,621
Desert Strike,1,01E-03E-C4A,Start with 1 hellfire,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1063
Desert Strike,2,05E-03E-C4A,Start with 5 hellfires,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1064
Desert Strike,3,09E-03E-C4A,Start with 9 hellfires,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1065
Desert Strike,4,01E-08E-3BA,Start with 1 hydras,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1066
Desert Strike,5,56E-08E-3BA,Start with 56 hydras,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1067
Desert Strike,6,99E-0DE-3BA,Start with 99 hydras,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1068
Desert Strike,7,01E-0DE-A2E,Start with 178 guns,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1069
Desert Strike,8,06E-0DE-A2E,Start with 678 guns,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1070
Desert Strike,9,99E-0DE-A2E,"Start with 9,978 guns","Official Code - GGCD5 (VOL. 1, NO. 2).txt",1071
Desert Strike,10,01E-12E-08B + 01E-1CE-E6E,100 fuel load,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1072
Desert Strike,11,55E-12E-08B + 55E-1CE-E6E,"5,500 fuel load","Official Code - GGCD5 (VOL. 1, NO. 2).txt",1073
Desert Strike,12,99E-12E-1CE + 99E-1CE-E6E,"9,900 fuel load","Official Code - GGCD5 (VOL. 1, NO. 2).txt",1074
Desert Strike,13,03E-2BE-F72,Start with 300 armor,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1075
Desert Strike,14,06E-2BE-F72,Start with 600 armor,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1076
Desert Strike,15,99E-2BE-F72,Start with 9900 armor,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1077
Desert Strike,16,002-E97-E6E,Infinite fuel,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1078
Desert Strike,17,3A9-807-2A2,Infinite armor,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1079
Desert Strike,18,005-B07-E6E,Infinite hydras,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1080
Desert Strike,19,004-CF7-E6E,Infinite hellfires,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1081
Desert Strike,20,006-FC7-E6E,Infinite guns,"Official Code - GGCD5 (VOL. 1, NO. 2).txt",1082
Devilish,,Normal game codes:,,Official Code - GGCD1.txt,96
Devilish,1,00C-EDA-19E,Infinite balls,Official Code - GGCD1.txt,97
Devilish,2,3A3-A6E-2A2,Infinite credits,Official Code - GGCD1.txt,98
Devilish,3,011-76D-E62,Start with 2 balls,Official Code - GGCD1.txt,99
Devilish,4,061-76D-E62,Start with 7 balls,Official Code - GGCD1.txt,100
Devilish,5,081-76D-E62,Start with 9 balls,Official Code - GGCD1.txt,101
Devilish,6,012-9AE-E62,Start with 2 credits,Official Code - GGCD1.txt,102
Devilish,7,052-9AE-E62,Start with 6 credits,Official Code - GGCD1.txt,103
Devilish,8,072-9AE-E62,Start with 8 credits,Official Code - GGCD1.txt,104
Devilish,9,022-E2E-E6E,Start on Stage 2 Under Passage,Official Code - GGCD1.txt,105
Devilish,10,032-E2E-E6E,Start on Stage 3 Waterfalls,Official Code - GGCD1.txt,106
Devilish,11,042-E2E-E6E,Start on Stage 4 Old Castle,Official Code - GGCD1.txt,107
Devilish,12,052-E2E-E6E,Start on Stage 5 Prairie,Official Code - GGCD1.txt,108
Devilish,13,062-E2E-E6E,Start on Stage 6 Volcano,Official Code - GGCD1.txt,109
Devilish,14,072-E2E-E6E,Start on Stage 7 World of Ice,Official Code - GGCD1.txt,110
Devilish,15,082-E2E-E6E,Start on Stage 8 Evil Temple,Official Code - GGCD1.txt,111
DISNEY'S ALADDIN,1,012-9AD-F72,Start with 1/2 jewel in life gauge,Official Code - GGCD6.txt,1236
DISNEY'S ALADDIN,2,032-9AD-F72,Start with 1/2 maximum jewels in life gauge,Official Code - GGCD6.txt,1237
DISNEY'S ALADDIN,3,3AE-DDC-2A2,Don't take damage from most hits,Official Code - GGCD6.txt,1238
DISNEY'S ALADDIN,4,00F-46C-803,No blinking after being hit,Official Code - GGCD6.txt,1239
DISNEY'S ALADDIN,5,CCF-46C-803,Longer blinking after being hit,Official Code - GGCD6.txt,1240
DISNEY'S ALADDIN,6,3A2-ACE-2A2,Infinite blinking after being hit,Official Code - GGCD6.txt,1241
DISNEY'S ALADDIN,7,C92-01D-082,Invisibility,Official Code - GGCD6.txt,1242
DISNEY'S ALADDIN,8,002-0BD-E6E,Temporary invisibility when you hit something,Official Code - GGCD6.txt,1243
DISNEY'S ALADDIN,9,3EB-8DB-2A2 + 01B-8EB-F7A + 00B-8FB-E6D,Special options screen,Official Code - GGCD6.txt,1244
Disney's TaleSpin,1,013-43F-E66,Start with 2 lives,Official Code - GGCD1.txt,112
Disney's TaleSpin,2,063-43F-E66,Start with 7 lives,Official Code - GGCD1.txt,113
Disney's TaleSpin,3,093-43F-E66,Start with 10 lives,Official Code - GGCD1.txt,114
Disney's TaleSpin,4,013-48F-E66,Start with 1 credits,Official Code - GGCD1.txt,115
Disney's TaleSpin,5,063-48F-E66,Start with 6 credits,Official Code - GGCD1.txt,116
Disney's TaleSpin,6,093-48F-E66,Start with 9 credits,Official Code - GGCD1.txt,117
Disney's TaleSpin,7,3AB-B5D-2A2,Infinite lives,Official Code - GGCD1.txt,118
Disney's TaleSpin,8,3A6-3CB-2A2,Infinite continues,Official Code - GGCD1.txt,119
Disney's The Jungle Book,1,19C 26E 7FB,Very little flash time after getting hit,Official Code - GGCD17.txt,1578
Disney's The Jungle Book,2,99C 26E 7FB,More flash time after getting hit,Official Code - GGCD17.txt,1579
Disney's The Jungle Book,3,3AC 20E 2A2,Infinite energy,Official Code - GGCD17.txt,1580
Disney's The Jungle Book,4,AFC 1FE 19E,1 hit and you die,Official Code - GGCD17.txt,1581
Disney's The Jungle Book,5,C3B 7DE E61,Invincible,Official Code - GGCD17.txt,1582
Double Dragon,18,012-19F-E66,Start with 2 lives,Official Code - GGCD2.txt,622
Double Dragon,1,052-19F-E66,Start with 6 lives ,Official Code - GGCD2.txt,623
Double Dragon,2,092-19F-E66,Start with 10 lives ,Official Code - GGCD2.txt,624
Double Dragon,3,012-21F-F76,Start with 1 energy bar for first knockdown only,Official Code - GGCD2.txt,625
Double Dragon,4,022-21F-F76,Start with two energy bars for first knockdown only,Official Code - GGCD2.txt,626
Double Dragon,5,00F-03F-3BF,Start with lots of energy ,Official Code - GGCD2.txt,627
Double Dragon,6,00C-B6F-3BE,Pick up gun and keep till end of level ,Official Code - GGCD2.txt,628
Double Dragon,7,013-D9C-DD6,Gun has 1 bullet ,Official Code - GGCD2.txt,629
Double Dragon,8,053-D9C-DD6,Gun has 5 bullets ,Official Code - GGCD2.txt,630
Double Dragon,9,093-D9C-DD6,Gun has 9 bullets ,Official Code - GGCD2.txt,631
Double Dragon,10,017-EAD-E66,2 lives after 1st continue ,Official Code - GGCD2.txt,632
Double Dragon,11,057-EAD-E66,6 lives after 1st continue ,Official Code - GGCD2.txt,633
