Game,#,Key in…,Effect…,Code Source,Original Order
Aerobiz,8,D9A6-07FD,"In scenario 1, Singapore starts with $7,353,600,000",Official Code - gg_snes.txt,199
Aerobiz,9,7CA6-072D,"In scenario 1, Sydney starts with $297,920,000",Official Code - gg_snes.txt,200
Aerobiz,10,D9AB-0DFD,"In scenario 1, Sydney starts with $7,153,600,000",Official Code - gg_snes.txt,201
Aerobiz,11,73AB-0D2D,"In scenario 1, Delhi starts with $317,440,000",Official Code - gg_snes.txt,202
Aerobiz,12,D9AB-0FFD,"In scenario 1, Delhi starts with $7,193,600,000",Official Code - gg_snes.txt,203
Aerobiz,13,43AB-0F2D,"In scenario 1, Tehran starts with $239,360,000",Official Code - gg_snes.txt,204
Aerobiz,14,D9AB-04FD,"In scenario 1, Tehran starts with $7,033,600,000",Official Code - gg_snes.txt,205
Aerobiz,15,7DAB-042D,"In scenario 1, Cairo starts with $249,120,000",Official Code - gg_snes.txt,206
Aerobiz,16,D9AB-07FD,"In scenario 1, Cairo starts with $7,053,600,000",Official Code - gg_snes.txt,207
Aerobiz,17,45AB-072D,"In scenario 1, Nairobi starts with $200,320,000",Official Code - gg_snes.txt,208
Aerobiz,18,D9AC-0DFD,"In scenario 1, Nairobi starts with $6,953,600,000",Official Code - gg_snes.txt,209
Aerobiz,19,4AAC-0D2D,"In scenario 1, Lagos starts with $229,600,000",Official Code - gg_snes.txt,210
Aerobiz,20,D9AC-0FFD,"In scenario 1, Lagos starts with $7,013,600,000",Official Code - gg_snes.txt,211
Aerobiz,21,DDAC-04FD,"In scenario 1, Moscow starts with $289,280,000",Official Code - gg_snes.txt,212
Aerobiz,22,D9AC-04FD,"In scenario 1, Moscow starts with $6,842,880,000",Official Code - gg_snes.txt,213
Aerobiz,23,DDAC-07FD,"In scenario 1, London starts with $949,280,000",Official Code - gg_snes.txt,214
Aerobiz,24,D9AC-07FD,"In scenario 1, London starts with $7,502,880,000",Official Code - gg_snes.txt,215
Aerobiz,25,DDA8-0DFD,"In scenario 1, Paris starts with $289,280,000",Official Code - gg_snes.txt,216
Aerobiz,26,D9A8-0DFD,"In scenario 1, Paris starts with $6,842,880,000",Official Code - gg_snes.txt,217
Aerobiz,27,06A8-0D2D,"In scenario 1, Rome starts with $371,360,000",Official Code - gg_snes.txt,218
Aerobiz,28,D9A8-0FFD,"In scenario 1, Rome starts with $7,293,600,000",Official Code - gg_snes.txt,219
Aerobiz,29,DDA8-04FD,"In scenario 1, New York starts with $189,280,000",Official Code - gg_snes.txt,220
Aerobiz,30,D9A8-04FD,"In scenario 1, New York starts with $6,742,880,000",Official Code - gg_snes.txt,221
Aerobiz,31,74A8-042D,"In scenario 1, Vancouver starts with $258,880,000",Official Code - gg_snes.txt,222
Aerobiz,32,D9A8-07FD,"In scenario 1, Vancouver starts with $7,073,600,000",Official Code - gg_snes.txt,223
Aerobiz,33,DDAA-0DFD,"In scenario 1, Los Angeles starts with $649,280,000",Official Code - gg_snes.txt,224
Aerobiz,34,D9AA-0DFD,"In scenario 1, Los Angeles starts with $7,202,880,000",Official Code - gg_snes.txt,225
Aerobiz,35,70AA-0D2D,"In scenario 1, Honolulu starts with $268,640,000",Official Code - gg_snes.txt,226
Aerobiz,36,D9AA-0FFD,"In scenario 1, Honolulu starts with $7,093,600,000",Official Code - gg_snes.txt,227
Aerobiz,37,74AA-0F2D,"In scenario 1, Mexico City starts with $258,880,000",Official Code - gg_snes.txt,228
Aerobiz,38,D9AA-04FD,"In scenario 1, Mexico City starts with $7,073,600,000",Official Code - gg_snes.txt,229
Aerobiz,39,47AA-042D,"In scenario 1, Lima starts with $180,800,000",Official Code - gg_snes.txt,230
Aerobiz,40,D9AA-07FD,"In scenario 1, Lima starts with $6,913,600,000",Official Code - gg_snes.txt,231
Aerobiz,41,73AA-072D,"In scenario 1, Rio de Janeiro starts with $317,440,000",Official Code - gg_snes.txt,232
Aerobiz,42,D9A2-0DFD,"In scenario 1, Rio de Janeiro starts with $7,193,600,000",Official Code - gg_snes.txt,233
Aerobiz,43,4BA2-0D2D,"In scenario 1, Buenos Aires starts with $210,080,000",Official Code - gg_snes.txt,234
Aerobiz,44,D9A2-0FFD,"In scenario 1, Buenos Aires starts with $6,973,600,000",Official Code - gg_snes.txt,235
Aerobiz,45,DDA2-04FD,"In scenario 2, Tokyo starts with $1,149,280,000",Official Code - gg_snes.txt,236
Aerobiz,46,D9A2-04FD,"In scenario 2, Tokyo starts with $7,702,880,000",Official Code - gg_snes.txt,237
Aerobiz,47,1FA2-042D,"In scenario 2, Beijing starts with $498,240,000",Official Code - gg_snes.txt,238
Aerobiz,48,D9A2-07FD,"In scenario 2, Beijing starts with $7,553,600,000",Official Code - gg_snes.txt,239
Aerobiz,49,53A2-072D,"In scenario 2, Hong Kong starts with $649,760,000",Official Code - gg_snes.txt,240
Aerobiz,50,D9A3-0DFD,"In scenario 2, Hong Kong starts with $7,853,600,000",Official Code - gg_snes.txt,241
Aerobiz,51,18A3-0D2D,"In scenario 2, Singapore starts with $552,160,000",Official Code - gg_snes.txt,242
Aerobiz,52,D9A3-0FFD,"In scenario 2, Singapore starts with $7,653,600,000",Official Code - gg_snes.txt,243
Aerobiz,53,5FA3-0F2D,"In scenario 2, Sydney starts with $581,440,000",Official Code - gg_snes.txt,244
Aerobiz,54,D9A3-04FD,"In scenario 2, Sydney starts with $7,713,600,000",Official Code - gg_snes.txt,245
Aerobiz,55,19A3-042D,"In scenario 2, Delhi starts with $517,760,000",Official Code - gg_snes.txt,246
Aerobiz,56,D9A3-07FD,"In scenario 2, Delhi starts with $7,593,600,000",Official Code - gg_snes.txt,247
Aerobiz,57,7CA3-072D,"In scenario 2, Tehran starts with $297,920,000",Official Code - gg_snes.txt,248
Aerobiz,58,D9AE-0DFD,"In scenario 2, Tehran starts with $7,153,600,000",Official Code - gg_snes.txt,249
Aerobiz,59,0AAE-0D2D,"In scenario 2, Cairo starts with $390,880,000",Official Code - gg_snes.txt,250
Aerobiz,60,D9AE-0FFD,"In scenario 2, Cairo starts with $7,333,600,000",Official Code - gg_snes.txt,251
Aerobiz,61,7DAE-0F2D,"In scenario 2, Nairobi starts with $249,120,000",Official Code - gg_snes.txt,252
Aerobiz,62,D9AE-04FD,"In scenario 2, Nairobi starts with $7,053,600,000",Official Code - gg_snes.txt,253
Aerobiz,63,7CAE-042D,"In scenario 2, Lagos starts with $299,040,000",Official Code - gg_snes.txt,254
Aerobiz,64,D9AE-07FD,"In scenario 2, Lagos starts with $7,149,600,000",Official Code - gg_snes.txt,255
Aerobiz,65,DDAD-6DFD,"In scenario 2, Moscow starts with $689,280,000",Official Code - gg_snes.txt,256
Aerobiz,66,D9AD-6DFD,"In scenario 2, Moscow starts with $7,242,880,000",Official Code - gg_snes.txt,257
Aerobiz,67,DDAD-6FFD,"In scenario 2, London starts with $38,560,000",Official Code - gg_snes.txt,258
Aerobiz,68,D9AD-6FFD,"In scenario 2, London starts with $6,592,160,000",Official Code - gg_snes.txt,259
Aerobiz,69,DDAD-64FD,"In scenario 2, Paris starts with $909,280,000",Official Code - gg_snes.txt,260
Aerobiz,70,D9AD-64FD,"In scenario 2, Paris starts with $7,462,880,000",Official Code - gg_snes.txt,261
Aerobiz,71,1EAD-642D,"In scenario 2, Rome starts with $571,680,000",Official Code - gg_snes.txt,262
Aerobiz,72,D9AD-67FD,"In scenario 2, Rome starts with $7,693,600,000",Official Code - gg_snes.txt,263
Aerobiz,73,DDAF-6DFD,"In scenario 2, New York starts with $829,280,000",Official Code - gg_snes.txt,264
Aerobiz,74,D9AF-6DFD,"In scenario 2, New York starts with $7,382,880,000",Official Code - gg_snes.txt,265
Aerobiz,75,94AF-6D2D,"In scenario 2, Vancouver starts with $420,160,000",Official Code - gg_snes.txt,266
Aerobiz,76,D9AF-6FFD,"In scenario 2, Vancouver starts with $7,393,600,000",Official Code - gg_snes.txt,267
Aerobiz,77,DDAF-64FD,"In scenario 2, Los Angeles starts with $1,109,280,000",Official Code - gg_snes.txt,268
Aerobiz,78,D9AF-64FD,"In scenario 2, Los Angeles starts with $7,662,880,000",Official Code - gg_snes.txt,269
Aerobiz,79,0CAF-642D,"In scenario 2, Honolulu starts with $381,120,000",Official Code - gg_snes.txt,270
Aerobiz,80,D9AF-67FD,"In scenario 2, Honolulu starts with $7,313,600,000",Official Code - gg_snes.txt,271
Aerobiz,81,98AF-672D,"In scenario 2, Mexico City starts with $468,960,000",Official Code - gg_snes.txt,272
Aerobiz,82,D9A4-6DFD,"In scenario 2, Mexico City starts with $7,493,600,000",Official Code - gg_snes.txt,273
Aerobiz,83,74A4-6D2D,"In scenario 2, Lima starts with $258,880,000",Official Code - gg_snes.txt,274
Aerobiz,84,D9A4-6FFD,"In scenario 2, Lima starts with $7,073,600,000",Official Code - gg_snes.txt,275
Aerobiz,85,58A4-6F2D,"In scenario 2, Rio de Janeiro starts with $630,240,000",Official Code - gg_snes.txt,276
Aerobiz,86,D9A4-64FD,"In scenario 2, Rio de Janeiro starts with $7,813,600,000",Official Code - gg_snes.txt,277
Aerobiz,87,01A4-642D,"In scenario 2, Buenos Aires starts with $361,600,000",Official Code - gg_snes.txt,278
Aerobiz,88,D9A4-67FD,"In scenario 2, Buenos Aires starts with $7,273,600,000",Official Code - gg_snes.txt,279
Aerobiz,,"THE FOLLOWING ARE ONE-TIME-USE CODES THAT MODIFY ONLY A SAVED GAME (YOU MUST HAVE PREVIOUSLY SAVED A GAME). ALL REQUIRE THE KEY CODE (CODE 89) TO WORK. ENTER THE KEY CODE AND ANY OF THE OTHER CODES DESIRED, LOAD YOUR SAVED GAME, THEN RE-SAVE. THE CODES DON'T NEED TO BE USED ANYMORE. REPEAT WITH OTHER CODES AND KEY CODE IF DESIRED.",,Official Code - gg_snes.txt,280
Aerobiz,89,BDE3-D463,KEY CODE--NECESSARY FOR ANY OF THE FOLLOWING CODES TO WORK,Official Code - gg_snes.txt,281
Aerobiz,,"Player 1 Codes, Saved Game 1:",,Official Code - gg_snes.txt,282
Aerobiz,90,DDDF-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,283
Aerobiz,91,D9DF-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,284
Aerobiz,92,D6DF-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,285
Aerobiz,93,FDDF-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,286
Aerobiz,94,4DDF-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,287
Aerobiz,95,0DDF-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,288
Aerobiz,,"Player 2 Codes, Saved Game 1:",,Official Code - gg_snes.txt,289
Aerobiz,96,DDD9-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,290
Aerobiz,97,D9D9-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,291
Aerobiz,98,D6D9-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,292
Aerobiz,99,FDD9-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,293
Aerobiz,100,4DD9-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,294
Aerobiz,101,0DD9-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,295
Aerobiz,,"Player 3 Codes, Saved Game 1:",,Official Code - gg_snes.txt,296
Aerobiz,102,DDDB-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,297
Aerobiz,103,D9DB-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,298
Aerobiz,104,D6DB-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,299
Aerobiz,105,FDDB-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,300
Aerobiz,106,4DDB-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,301
Aerobiz,107,0DDB-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,302
Aerobiz,,"Player 4 Codes, Saved Game 1:",,Official Code - gg_snes.txt,303
Aerobiz,108,DDD2-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,304
Aerobiz,109,D9D2-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,305
Aerobiz,110,D6D2-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,306
Aerobiz,111,FDD2-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,307
Aerobiz,112,4DD2-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,308
Aerobiz,113,0DD2-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,309
Aerobiz,,"Player 1 Codes, Saved Game 2:",,Official Code - gg_snes.txt,310
Aerobiz,114,DDFF-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,311
Aerobiz,115,D9FF-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,312
Aerobiz,116,D6FF-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,313
Aerobiz,117,FDFF-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,314
Aerobiz,118,4DFF-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,315
Aerobiz,119,0DFF-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,316
Aerobiz,,"Player 2 Codes, Saved Game 2:",,Official Code - gg_snes.txt,317
Aerobiz,120,DDF9-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,318
Aerobiz,121,D9F9-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,319
Aerobiz,122,D6F9-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,320
Aerobiz,123,FDF9-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,321
Aerobiz,124,4DF9-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,322
Aerobiz,125,0DF9-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,323
Aerobiz,,"Player 3 Codes, Saved Game 2:",,Official Code - gg_snes.txt,324
Aerobiz,126,DDFB-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,325
Aerobiz,127,D9FB-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,326
Aerobiz,128,D6FB-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,327
Aerobiz,129,FDFB-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,328
Aerobiz,130,4DFB-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,329
Aerobiz,131,0DFB-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,330
Aerobiz,,"Player 4 Codes, Saved Game 2:",,Official Code - gg_snes.txt,331
Aerobiz,132,DDF2-FEDD,"Set money for this saved game to less than $655,350,000",Official Code - gg_snes.txt,332
Aerobiz,133,D9F2-FEDD,"Set money for this saved game to over $327,680,000",Official Code - gg_snes.txt,333
Aerobiz,134,D6F2-FEDD,"Set money for this saved game to over $5,242,880,000",Official Code - gg_snes.txt,334
Aerobiz,135,FDF2-FEDD,"Set money for this saved game to over $10,485,760,000",Official Code - gg_snes.txt,335
Aerobiz,136,4DF2-FEDD,"Set money for this saved game to over $20,971,520,000",Official Code - gg_snes.txt,336
Aerobiz,137,0DF2-FEDD,"Set money for this saved game to over $41,943,040,000",Official Code - gg_snes.txt,337
Alien 3,1,EE26-37D4,Slower fuel consumption for flame thrower,Official Code - gg_snes.txt,338
Alien 3,2,7D26-37D4,Faster fuel consumption for flame thrower,Official Code - gg_snes.txt,339
Alien 3,3,FD36-44D1,Start with more rifle clips,Official Code - gg_snes.txt,340
Alien 3,4,4D36-44D1,Start with even more rifle clips,Official Code - gg_snes.txt,341
Alien 3,5,D036-44D1,Start with fewer rifle clips,Official Code - gg_snes.txt,342
Alien 3,6,FD3B-4F01,Start with more grenade clips,Official Code - gg_snes.txt,343
