Game,#,Key in…,Effect…,Code Source,Original Order
A Boy and His Blob,22,APOLOIAA,10 Vitamin C for Vita-Blaster,Official Code - gg_nes.htm,728
A Nightmare on Elm Street,1,SUELSUVS,Infinite lives,Official Code - gg_nes.htm,3286
A Nightmare on Elm Street,2,PAUVEZLA,1 continue,Official Code - gg_nes.htm,3287
A Nightmare on Elm Street,3,TAUVEZLA,6 continues,Official Code - gg_nes.htm,3288
A Nightmare on Elm Street,4,PAUVEZLE,9 continues,Official Code - gg_nes.htm,3289
A Nightmare on Elm Street,5,AESSLAEA,Don't lose 'zzz' when hit,Official Code - gg_nes.htm,3290
A Nightmare on Elm Street,6,AAXOLAPA,Don't lose 'zzz' when standing still,Official Code - gg_nes.htm,3291
A Nightmare on Elm Street,7,ZAXOLAPA,Lose 'zzz' quicker,Official Code - gg_nes.htm,3292
A Nightmare on Elm Street,8,IEULIGLA,Mega-jumping teenagers,Official Code - gg_nes.htm,3293
Addams Family,1,PEVGGALA,Start with 1 life--1st game only,Official Code - gg_nes.htm,46
Addams Family,2,TEVGGALA,Start with 6 lives--1st game only,Official Code - gg_nes.htm,47
Addams Family,3,PEVGGALE,Start with 9 lives--1st game only,Official Code - gg_nes.htm,48
Addams Family,4,GXSVAUVK,Infinite lives,Official Code - gg_nes.htm,49
Addams Family,5,GXKKZSVK,Infinite life,Official Code - gg_nes.htm,50
Addams Family,6,GXEVLVVK,Infinite Things,Official Code - gg_nes.htm,51
Addams Family,7,PEKGTAAA,Start in the tree,Official Code - gg_nes.htm,52
Addams Family,8,ZEKGTAAA,Start in the crypt,Official Code - gg_nes.htm,53
Addams Family,9,LEKGTAAA,Start in the hallway,Official Code - gg_nes.htm,54
Addams Family,10,AEKGTAAE,Start in Fester's room,Official Code - gg_nes.htm,55
Addams Family,11,PEKGTAAE,Start in Pugsly's room,Official Code - gg_nes.htm,56
Addams Family,12,ZEKGTAAE,Start in the toy room,Official Code - gg_nes.htm,57
Addams Family,13,LEKGTAAE,Start in Wednesday's room,Official Code - gg_nes.htm,58
Addams Family,14,GEKGTAAE,Start in the attic,Official Code - gg_nes.htm,59
Addams Family,15,YEKGTAAE,Start in a secret room,Official Code - gg_nes.htm,60
Addams Family,16,AOKGTAAA,Start in a secret room,Official Code - gg_nes.htm,61
Addams Family,17,POKGTAAA,Start in a secret room,Official Code - gg_nes.htm,62
Addams Family,18,IOKGTAAE,Start in the bone room,Official Code - gg_nes.htm,63
Addams Family,19,PXKGTAAA,Start in the freezer,Official Code - gg_nes.htm,64
Addams Family,20,ZXKGTAAA,Start in the furnace,Official Code - gg_nes.htm,65
Addams Family,21,AXKGTAAA,Start in Gomez's room,Official Code - gg_nes.htm,66
Adventure Island 3,1,PESZAALA,Start with 2 lives,Official Code - gg_nes.htm,76
Adventure Island 3,2,TESZAALA,Start with 7 lives,Official Code - gg_nes.htm,77
Adventure Island 3,3,PESZAALE,Start with 9 lives,Official Code - gg_nes.htm,78
Adventure Island 3,4,SXNLISSE,Infinite lives,Official Code - gg_nes.htm,79
Adventure Island 3,5,GXUUGOSO,Keep items after dying--after 1st stage,Official Code - gg_nes.htm,80
Adventure Island 3,6,VTVZZESE,Start with 2 Red Taylors,Official Code - gg_nes.htm,81
Adventure Island 3,7,VTVZIESE,Start with 2 Blue Taylors,Official Code - gg_nes.htm,82
Adventure Island 3,8,VTVXAESE,Start with 2 Classies,Official Code - gg_nes.htm,83
Adventure Island 3,9,VTVXLESE,Start with 2 Don-Dons,Official Code - gg_nes.htm,84
Adventure Island 3,10,VTVXTESE,Start with 2 Poleys,Official Code - gg_nes.htm,85
Adventure Island 3,11,VTNZPESE,Start with 2 boomerangs,Official Code - gg_nes.htm,86
Adventure Island 3,12,VTNZGESE,Start with 2 axes,Official Code - gg_nes.htm,87
Adventure Island 3,13,VTNZYESE,Start with 2 invincibility crystals,Official Code - gg_nes.htm,88
Adventure Island 3,14,SUEZEXLN,Mega-jumping Master Higgins,Official Code - gg_nes.htm,89
Adventure Island 3,15,AAKXGTZA,Get 99 lives when you pick up 100 fruit,Official Code - gg_nes.htm,90
Adventure Island II,1,PEXVAALA,2 lives,Official Code - gg_nes.htm,67
Adventure Island II,2,TEXVAALA,7 lives,Official Code - gg_nes.htm,68
Adventure Island II,3,PEXVAALE,10 lives,Official Code - gg_nes.htm,69
Adventure Island II,4,SXNLOKVK,Infinite lives,Official Code - gg_nes.htm,70
Adventure Island II,5,SZUIGEVK,Infinite energy,Official Code - gg_nes.htm,71
Adventure Island II,6,AENZTPAZ,Reversible skateboard,Official Code - gg_nes.htm,72
Adventure Island II,7,ALKXAAAZ,Faster running,Official Code - gg_nes.htm,73
Adventure Island II,8,AAKSEYZA,Don't lose energy from hitting objects,Official Code - gg_nes.htm,74
Adventure Island II,9,SXSUAOSU + GEXULGPA,Higher jump,Official Code - gg_nes.htm,75
Adventures In The Magic Kingdom,1,LAKUTGTA,'Life' costs less,Official Code - gg_nes.htm,91
Adventures In The Magic Kingdom,2,GAKUTGTE,'Life' costs more,Official Code - gg_nes.htm,92
Adventures In The Magic Kingdom,3,GAKUYKAA,'Freeze' costs less,Official Code - gg_nes.htm,93
Adventures In The Magic Kingdom,4,YAKUYKAE,'Freeze' costs more,Official Code - gg_nes.htm,94
Adventures In The Magic Kingdom,5,IASLAKZA,'Invincible' costs less,Official Code - gg_nes.htm,95
Adventures In The Magic Kingdom,6,GPSLAKZA,'Invincible' costs more,Official Code - gg_nes.htm,96
Adventures In The Magic Kingdom,7,TASLPKGA,'Life Up' costs less,Official Code - gg_nes.htm,97
Adventures In The Magic Kingdom,8,APSLPKGE,'Life Up' costs more,Official Code - gg_nes.htm,98
Adventures In The Magic Kingdom,9,GXELLXSN + AAXUAXGY,All items for free!,Official Code - gg_nes.htm,99
Adventures In The Magic Kingdom,10,PEVEIALA,Start with 1 life,Official Code - gg_nes.htm,100
Adventures In The Magic Kingdom,11,TEVEIALA,Start with 6 lives,Official Code - gg_nes.htm,101
Adventures In The Magic Kingdom,12,PEVEIALE,Start with 9 lives,Official Code - gg_nes.htm,102
Adventures In The Magic Kingdom,14,NYKULZKU,More 'Freeze' time,Official Code - gg_nes.htm,103
Adventures In The Magic Kingdom,15,AGKULZKL,Less 'Freeze' time,Official Code - gg_nes.htm,104
Adventures In The Magic Kingdom,16,EGSUYXGL,More 'Invincible' time,Official Code - gg_nes.htm,105
Adventures In The Magic Kingdom,18,EYKVNKXN,Mega-jump,Official Code - gg_nes.htm,106
Adventures In The Magic Kingdom,19,SXKYUOVK,Infinite lives,Official Code - gg_nes.htm,107
Adventures In The Magic Kingdom,20,PAVAZPLA,Start with less energy in attractions,Official Code - gg_nes.htm,108
Adventures In The Magic Kingdom,21,IAVAZPLA,Start with more energy in attractions,Official Code - gg_nes.htm,109
Adventures In The Magic Kingdom,22,PAVAZPLE,Start with even more energy in attractions,Official Code - gg_nes.htm,110
Adventures In The Magic Kingdom,23,SXXNXPVG,Almost infinite energy in attractions,Official Code - gg_nes.htm,111
Adventures In The Magic Kingdom,24,SZSTGVVK,Infinite candles,Official Code - gg_nes.htm,112
Adventures of Dino-Riki,1,SZEETTVG,Start with infinite lives,Official Code - gg_nes.htm,125
Adventures of Dino-Riki,2,AESEPGZA,Start with 1 life,Official Code - gg_nes.htm,126
Adventures of Dino-Riki,3,IESEPGZA,Start with 6 lives,Official Code - gg_nes.htm,127
Adventures of Dino-Riki,4,AESEPGZE,Start with 9 lives,Official Code - gg_nes.htm,128
Adventures of Dino-Riki,5,SZUENZVG,Start with infinite life hearts,Official Code - gg_nes.htm,129
Adventures of Dino-Riki,6,GESEIGZA,Start with 4 life hearts,Official Code - gg_nes.htm,130
Adventures of Dino-Riki,7,AESEIGZE,Start with 8 life hearts,Official Code - gg_nes.htm,131
Adventures of Dino-Riki,8,VKEAPISA,"Start Macho (big), stay Macho",Official Code - gg_nes.htm,132
Adventures of Dino-Riki,9,VVEAPISA,Start as Macho-Riki,Official Code - gg_nes.htm,133
Adventures of Dino-Riki,10,IEVASPIG,"Once Macho, stay Macho",Official Code - gg_nes.htm,134
Adventures of Dino-Riki,11,TKSAAGSA + ZEKEIGAA,Start on stage 2-1,Official Code - gg_nes.htm,135
Adventures of Dino-Riki,12,TKSAAGSA + GEKEIGAA,Start on stage 3-1,Official Code - gg_nes.htm,136
Adventures of Dino-Riki,13,TKSAAGSA + TEKEIGAA,Start on stage 4-1,Official Code - gg_nes.htm,137
Adventures of Dino-Riki,14,TKSAAGSA + AEKEIGAE,Start on stage 4-2,Official Code - gg_nes.htm,138
Adventures of Dino-Riki,15,TKSAAGSA + ZEKEIGAE,Start on stage 4-3,Official Code - gg_nes.htm,139
Adventures of Dino-Riki,16,TKSAAGSA + GEKEIGAE,Start on stage 4-4,Official Code - gg_nes.htm,140
Adventures of Lolo,1,SXOPSPVG,Infinite lives,Official Code - gg_nes.htm,141
Adventures of Lolo,2,PEKPOAIA,1 life for Lolo,Official Code - gg_nes.htm,142
Adventures of Lolo,3,PEKPOAIE,9 lives for Lolo,Official Code - gg_nes.htm,143
Adventures of Lolo 2,1,GZXPVLVG,Infinite lives,Official Code - gg_nes.htm,144
Adventures of Lolo 2,2,PESPXPIA,Start with 1 life,Official Code - gg_nes.htm,145
Adventures of Lolo 2,3,ZESPXPIE,Start with 10 lives,Official Code - gg_nes.htm,146
Adventures of Lolo 2,4,YESPXPIE,Start with 15 lives,Official Code - gg_nes.htm,147
Adventures of Lolo 2,5,ZAEPSZAA,Start with 2 magic shots,Official Code - gg_nes.htm,148
Adventures of Lolo 2,6,GAEPSZAA,Start with 4 magic shots,Official Code - gg_nes.htm,149
Adventures of Lolo 2,7,GXNXUAVG,Never lose magic shots,Official Code - gg_nes.htm,150
Adventures of Lolo 2,8,GEUPKPAA,Start at world 5,Official Code - gg_nes.htm,151
Adventures of Lolo 2,9,PEUPKPAE,Start at world 10,Official Code - gg_nes.htm,152
Adventures of Lolo 2,10,TEUPKPAE,Start at world 15,Official Code - gg_nes.htm,153
Adventures of Lolo 2,11,LOUPKPAA,Start at world 20,Official Code - gg_nes.htm,154
Adventures of Lolo 2,12,AOUPKPAE,Start at world 25,Official Code - gg_nes.htm,155
Adventures of Lolo 2,13,IOUPKPAE,Start at world 30,Official Code - gg_nes.htm,156
Adventures of Lolo 3,1,SXOASZVG,Infinite shots for the room on pick-up,Official Code - gg_nes.htm,157
Adventures of Tom Sawyer,1,VZOGGPVG,Infinite Toms,Official Code - gg_nes.htm,167
Adventures of Tom Sawyer,2,PEUZIALA,Player 1 starts with 1 Tom,Official Code - gg_nes.htm,168
Adventures of Tom Sawyer,3,PANXLLLA,Player 2 starts with 1 Tom,Official Code - gg_nes.htm,169
Adventures of Tom Sawyer,4,TEUZIALA,Player 1 starts with 6 Toms,Official Code - gg_nes.htm,170
Adventures of Tom Sawyer,5,TANXLLLA,Player 2 starts with 6 Toms,Official Code - gg_nes.htm,171
Adventures of Tom Sawyer,6,PEUZIALE,Player 1 starts with 9 Toms,Official Code - gg_nes.htm,172
Adventures of Tom Sawyer,7,PANXLLLE,Player 2 starts with 9 Toms,Official Code - gg_nes.htm,173
Adventures of Tom Sawyer,8,IAXGTSZA,Only 5 T's lost from skulls,Official Code - gg_nes.htm,174
Adventures of Tom Sawyer,9,OGSZZSVU,Start at the river--Player 1,Official Code - gg_nes.htm,175
Adventures of Tom Sawyer,10,KISZZSVL,Start in the forest--Player 1,Official Code - gg_nes.htm,176
Adventures of Tom Sawyer,11,NISZZSVU,Start in the house--Player 1,Official Code - gg_nes.htm,177
Adventures of Tom Sawyer,12,XTSZZSVU,Start in the sky--Player 1,Official Code - gg_nes.htm,178
Adventures of Tom Sawyer,13,SYSZZSVL,Start in the cave--Player 1,Official Code - gg_nes.htm,179
Adventures of Tom Sawyer,14,ZEEZALPA + AEEXZLLE,Start at the river--Player 2,Official Code - gg_nes.htm,180
Adventures of Tom Sawyer,15,LEEZALPA + IEEXZLLE,Start in the forest--Player 2,Official Code - gg_nes.htm,181
Adventures of Tom Sawyer,16,GEEZALPA + ZOEXZLLA,Start in the house--Player 2,Official Code - gg_nes.htm,182
Adventures of Tom Sawyer,17,IEEZALPA + YOEXZLLA,Start in the sky--Player 2,Official Code - gg_nes.htm,183
Adventures of Tom Sawyer,18,TEEZALPA + GOEXZLLE,Start in the cave--Player 2,Official Code - gg_nes.htm,184
Air Fortress,1,SZUPKGVG,Infinite lives outside fortress,Official Code - gg_nes.htm,185
Air Fortress,2,PAVPKZLA,Start with 1 life,Official Code - gg_nes.htm,186
Air Fortress,3,TAVPKZLA,Start with 6 lives,Official Code - gg_nes.htm,187
Air Fortress,4,PAVPKZLE,Start with 9 lives,Official Code - gg_nes.htm,188
Air Fortress,5,GXKKSIST + GXNKNIST,Don't take damage inside fortress,Official Code - gg_nes.htm,189
Air Fortress,6,AAKPSTPA,Infinite Beam Bullets,Official Code - gg_nes.htm,190
Air Fortress,7,XZSOXXPZ + PASOUZYA + VASOKZSA,Start on level 2,Official Code - gg_nes.htm,191
Air Fortress,8,XZSOXXPZ + ZASOUZYA + VASOKZSA,Start on level 3,Official Code - gg_nes.htm,192
Air Fortress,9,XZSOXXPZ + LASOUZYA + VASOKZSA,Start on level 4,Official Code - gg_nes.htm,193
Air Fortress,10,XZSOXXPZ + GASOUZYA + VASOKZSA,Start on level 5,Official Code - gg_nes.htm,194
Air Fortress,11,XZSOXXPZ + IASOUZYA + VASOKZSA,Start on level 6,Official Code - gg_nes.htm,195
Air Fortress,12,XZSOXXPZ + TASOUZYA + VASOKZSA,Start on level 7,Official Code - gg_nes.htm,196
Air Fortress,13,APKZNGIA,Pick up double bombs,Official Code - gg_nes.htm,197
Air Fortress,14,YYNXUZGV + YNEZEZGV,Pick up extra energy,Official Code - gg_nes.htm,198
Airwolf,1,PAUGVILA,Start with 1 life,Official Code - gg_nes.htm,199
Airwolf,2,TAUGVILA,Start with 6 lives,Official Code - gg_nes.htm,200
Airwolf,3,PAUGVILE,Start with 9 lives,Official Code - gg_nes.htm,201
Airwolf,4,PVXKKKLI,Start at last mission reached,Official Code - gg_nes.htm,202
Airwolf,5,TPVAPXYE,Start with 30 missiles,Official Code - gg_nes.htm,203
Airwolf,6,IZVAPXYE,Start with 45 missiles,Official Code - gg_nes.htm,204
Airwolf,7,GXSZAPVG,Start with infinite missiles,Official Code - gg_nes.htm,205
Airwolf,8,IEVAISYA,Sets missiles to 5 when you refuel,Official Code - gg_nes.htm,206
Airwolf,9,TOVAISYE,Sets missiles to 30 when you refuel,Official Code - gg_nes.htm,207
Alfred Chicken,1,AASGITZA,Start with 1 life,Official Code - gg_nes.htm,208
Alfred Chicken,2,PASGITZA,Start with 2 lives,Official Code - gg_nes.htm,209
Alfred Chicken,3,EVKNKAPA,Infinite lives,Official Code - gg_nes.htm,210
Alfred Chicken,4,AVULEESZ,Infinite time,Official Code - gg_nes.htm,211
Alfred Chicken,5,OZXKXZOU + LAXKUZPI,3 balloons needed to complete A level,Official Code - gg_nes.htm,212
Alfred Chicken,6,OZXKXZOU + ZAXKUZPI,2 balloons needed to complete A level,Official Code - gg_nes.htm,213
Alfred Chicken,7,OZXKXZOU + PAXKUZPI,1 balloon needed to complete A level,Official Code - gg_nes.htm,214
Alfred Chicken,8,NNXYKPZU,255 points for each present collected,Official Code - gg_nes.htm,215
Alfred Chicken,9,GVXYKPZL,108 points for each present collected,Official Code - gg_nes.htm,216
Alfred Chicken,10,PAKLTPTA,Only need 1 diamond for an extra life,Official Code - gg_nes.htm,217
Alien Syndrome,1,SZUNYXVK,Infinite time,Official Code - gg_nes.htm,218
Alien Syndrome,2,GUONPPLL,Set timer to 440,Official Code - gg_nes.htm,219
Alien Syndrome,3,PAOGPIGA,Both players--1 life,Official Code - gg_nes.htm,220
Alien Syndrome,4,AAOGPIGE,Both players--8 lives,Official Code - gg_nes.htm,221
Alien Syndrome,5,PAVKGIAA,Start with flame thrower,Official Code - gg_nes.htm,222
Alien Syndrome,6,ZAVKGIAA,Start with fireball,Official Code - gg_nes.htm,223
Alien Syndrome,7,LAVKGIAA,Start with laser,Official Code - gg_nes.htm,224
Alien Syndrome,8,AEEKXONY,Don't lose life when shot or touched,Official Code - gg_nes.htm,225
Alien Syndrome,9,AANGVXNY,Don't lose life from falling down holes,Official Code - gg_nes.htm,226
Alien Syndrome,10,PEXGGLGA,1 life after continue,Official Code - gg_nes.htm,227
Alien Syndrome,11,AEXGGLGE,8 lives after continue,Official Code - gg_nes.htm,228
Alien Syndrome,12,PENNELAP + KUNNXLAA + LENNULAZ,Start on round 2,Official Code - gg_nes.htm,229
Alien Syndrome,13,ZENNELAP + KUNNXLAA + LENNULAZ,Start on round 3,Official Code - gg_nes.htm,230
Alien Syndrome,14,LENNELAP + KUNNXLAA + LENNULAZ,Start on round 4,Official Code - gg_nes.htm,231
Alien Syndrome,15,GENNELAP + KUNNXLAA + LENNULAZ,Start on round 5,Official Code - gg_nes.htm,232
Alien Syndrome,16,IENNELAP + KUNNXLAA + LENNULAZ,Start on round 6,Official Code - gg_nes.htm,233
Alien Syndrome,17,TENNELAP + KUNNXLAA + LENNULAZ,Start on round 7,Official Code - gg_nes.htm,234
Alpha Mission,1,SXSPYZVG,Infinite lives,Official Code - gg_nes.htm,235
Alpha Mission,2,PASATLLA,Start with 1 life,Official Code - gg_nes.htm,236
Alpha Mission,3,TASATLLA,Start with double lives,Official Code - gg_nes.htm,237
Alpha Mission,4,PASATLLE,Start with triple lives,Official Code - gg_nes.htm,238
Alpha Mission,5,NYKAYLLE,Start with all weapons available,Official Code - gg_nes.htm,239
Alpha Mission,6,GZNAILSA,Keep power up after death,Official Code - gg_nes.htm,240
Alpha Mission,7,GZNAYLSA,Keep energy after death,Official Code - gg_nes.htm,241
Alpha Mission,8,GAEOUEAA,Thunder uses 25% normal energy,Official Code - gg_nes.htm,242
Alpha Mission,9,TEXLPTZA,Triple energy gained on 'E' pick-up,Official Code - gg_nes.htm,243
Alpha Mission,10,ZEULGTGA,Less energy lost on 'Bad E' pick-ups,Official Code - gg_nes.htm,244
Alpha Mission,11,SZEGGASA,Shield doesn't use energy,Official Code - gg_nes.htm,245
Alpha Mission,12,IZNAEGSA,You can re-use weapon after selecting,Official Code - gg_nes.htm,246
Amagon,1,AAXGNYPA,Start with infinite lives,Official Code - gg_nes.htm,247
Amagon,2,PEOVIZGA,Start with 1 life,Official Code - gg_nes.htm,248
Amagon,3,AEOVIZGE,Start with 8 lives,Official Code - gg_nes.htm,249
Amagon,4,GZSZIZSP,Infinite mega-power,Official Code - gg_nes.htm,250
Amagon,5,PEOVPZGA,Start with no bullets!,Official Code - gg_nes.htm,251
Amagon,6,YEOVPZGA,Start with 600 bullets,Official Code - gg_nes.htm,252
Amagon,7,AAVYLTPA,Start with infinite bullets,Official Code - gg_nes.htm,253
Amagon,8,PAVKUIZA,Gain 10 bullets on pick-up,Official Code - gg_nes.htm,254
Amagon,9,LAVKUIZA,Gain 30 bullets on pick-up,Official Code - gg_nes.htm,255
American Gladiators,1,PEXALTIA,Start with 1 life--player 1,Official Code - gg_nes.htm,256
American Gladiators,2,AEXALTIE,Start with 8 lives--player 1,Official Code - gg_nes.htm,257
American Gladiators,3,ZEXALTIE,Start with 10 lives--player 1,Official Code - gg_nes.htm,258
American Gladiators,4,GOXALTIA,Start with 20 lives--player 1,Official Code - gg_nes.htm,259
American Gladiators,5,PEVALTIA,Start with 1 life--player 2,Official Code - gg_nes.htm,260
American Gladiators,6,AEVALTIE,Start with 8 lives--player 2,Official Code - gg_nes.htm,261
American Gladiators,7,ZEVALTIE,Start with 10 lives--player 2,Official Code - gg_nes.htm,262
American Gladiators,8,GOVALTIA,Start with 20 lives--player 2,Official Code - gg_nes.htm,263
American Gladiators,9,PEXAPTAA,Start on level 2--player 1,Official Code - gg_nes.htm,264
American Gladiators,10,ZEXAPTAA,Start on level 3--player 1,Official Code - gg_nes.htm,265
American Gladiators,11,LEXAPTAA,Start on level 4--player 1,Official Code - gg_nes.htm,266
American Gladiators,12,PEVAPTAA,Start on level 2--player 2,Official Code - gg_nes.htm,267
American Gladiators,13,ZEVAPTAA,Start on level 3--player 2,Official Code - gg_nes.htm,268
American Gladiators,14,LEVAPTAA,Start on level 4--player 2,Official Code - gg_nes.htm,269
American Gladiators,15,GLUOZGLV,Less joust time,Official Code - gg_nes.htm,270
American Gladiators,16,GZXXLUVK,Stop joust timer,Official Code - gg_nes.htm,271
American Gladiators,17,GLOEGALV,Less cannonball time,Official Code - gg_nes.htm,272
American Gladiators,18,GZEPGOVK,Stop cannonball time,Official Code - gg_nes.htm,273
American Gladiators,19,GLKXXZLV,Less wall time,Official Code - gg_nes.htm,274
American Gladiators,20,GXOXEXVS,Stop wall timer,Official Code - gg_nes.htm,275
American Gladiators,21,LTXATNIL,More assault time,Official Code - gg_nes.htm,276
American Gladiators,22,PZXATNIU,Less assault time,Official Code - gg_nes.htm,277
American Gladiators,23,GZSAINVK,Stop assault timer,Official Code - gg_nes.htm,278
American Gladiators,24,LTSOZOIL,More power ball time--level 1,Official Code - gg_nes.htm,279
American Gladiators,25,LTSOLOAL,More power ball time--level 2,Official Code - gg_nes.htm,280
American Gladiators,26,LTSOGPLL,More power ball time--level 3,Official Code - gg_nes.htm,281
