Game,#,Key in…,Effect…,Code Source,Original Order
688 Attack Sub, 42,ACAA-AAE8,Towed Array may be redeployed after it has been  cut,The Big Book of Game Genie Codes,42
688 Attack Sub, 43,9THT-BGKA+AAHT-B73C +SAHT-A6VG,Towed Array already cut  at start of mission,The Big Book of Game Genie Codes,43
Aaahh! Real Monsters,   1,AD5T-AAAE,Start with 1 life,The Big Book of Game Genie Codes,44
Aaahh! Real Monsters,   2,AX5T-AAAE,Start with 5 lives,The Big Book of Game Genie Codes,45
Aaahh! Real Monsters,   3,BH5T-AAAE,Start with 10 lives,The Big Book of Game Genie Codes,46
Aaahh! Real Monsters,   4,ACFA-AACC,Infinite lives,The Big Book of Game Genie Codes,47
Aaahh! Real Monsters,   5,AGFA-AACG,Start with very little energy after 1st life  ,The Big Book of Game Genie Codes,48
Aaahh! Real Monsters,   6,AWFA-AACG,Start with 1/2 energy after 1st life,The Big Book of Game Genie Codes,49
Aaahh! Real Monsters,   7,A8FA-AACG,Start with 3/4 energy after 1st life,The Big Book of Game Genie Codes,50
Aaahh! Real Monsters,   8,AF5T-AAAA,Start with very little energy on 1st life,The Big Book of Game Genie Codes,51
Aaahh! Real Monsters,   9,AV5T-AAAA,Start with 1/2 energy on 1st life,The Big Book of Game Genie Codes,52
Aaahh! Real Monsters, 10,A75T-AAAA,Start with 3/4 energy on 1st life,The Big Book of Game Genie Codes,53
Aaahh! Real Monsters, 11,AAVT-AAGT,Infinite Special Screams,The Big Book of Game Genie Codes,54
Aaahh! Real Monsters, 12,ACWA-CAEG,Books worth nothing,The Big Book of Game Genie Codes,55
Aaahh! Real Monsters, 13,AAVA-AACA,Infinite garbage,The Big Book of Game Genie Codes,56
Aaahh! Real Monsters, 14,ACMT-CAGA,Garbage worth nothing,The Big Book of Game Genie Codes,57
Aaahh! Real Monsters, 15,CWMT-CAGA  ,Garbage worth 20,The Big Book of Game Genie Codes,58
Aaahh! Real Monsters, 16,GLMT-CAGA,Garbage worth 50,The Big Book of Game Genie Codes,59
Aaahh! Real Monsters, 17,NRMT-CAGA,Garbage worth 99,The Big Book of Game Genie Codes,60
Aaahh! Real Monsters, 18,AANA-CAA0,Bugs aren't worth anything,The Big Book of Game Genie Codes,61
Aaahh! Real Monsters, 19,ADBA-AADJ,Infinite energy,The Big Book of Game Genie Codes,62
Abrams Battle Tank,,NOTE: Many readouts may look strange when the amount is 100 or more.,,The Big Book of Game Genie Codes,63
Abrams Battle Tank,,You can often get the correct reading from the Commanding Officer's Check Damage screen,,The Big Book of Game Genie Codes,64
Abrams Battle Tank,   1,AMFA-AA22,Infinite ammo,The Big Book of Game Genie Codes,65
Abrams Battle Tank,   2,AMEA-AA66,Infinite machine gun rounds,The Big Book of Game Genie Codes,66
Abrams Battle Tank,   3,AJJA-CA6R,Infinite smoke canisters,The Big Book of Game Genie Codes,67
Abrams Battle Tank,   4,CDMT-AA30,Infinite fuel,The Big Book of Game Genie Codes,68
Abrams Battle Tank,   5,AJHT-CA9J,Infinite smoke,The Big Book of Game Genie Codes,69
Abrams Battle Tank,   6,BJJA-CAEY,10 seconds of smoke per canister,The Big Book of Game Genie Codes,70
Abrams Battle Tank,   7,CTJA-CAEY,20 seconds of smoke per canister,The Big Book of Game Genie Codes,71
Abrams Battle Tank,   8,FYJA-CAEY,45 seconds of smoke per canister,The Big Book of Game Genie Codes,72
Abrams Battle Tank,   9,HTJA-CAEY,60 seconds of smoke per canister,The Big Book of Game Genie Codes,73
Abrams Battle Tank, 10,SAJA-CAEY,120 seconds of smoke per canister,The Big Book of Game Genie Codes,74
Abrams Battle Tank, 11,FTJA-CCEY,300 seconds of smoke per canister,The Big Book of Game Genie Codes,75
Abrams Battle Tank, 12,SDMT-BLV0,Fuel is consumed 2x as fast,The Big Book of Game Genie Codes,76
Abrams Battle Tank, 13,SDMT-BWV0,Fuel is consumed 4x as fast,The Big Book of Game Genie Codes,77
Abrams Battle Tank, 14,BLFT-AAF6,Start with 10 gallons of fuel,The Big Book of Game Genie Codes,78
Abrams Battle Tank, 15,DGFT-AAF6,Start with 25 gallons of fuel,The Big Book of Game Genie Codes,79
Abrams Battle Tank, 16,GLFT-AAF6,Start with 50 gallons of fuel,The Big Book of Game Genie Codes,80
Abrams Battle Tank, 17,W4FT-AAF6,Start with 150 gallons of fuel,The Big Book of Game Genie Codes,81
Abrams Battle Tank, 18,3CFT-AAF6,Start with 200 gallons of fuel,The Big Book of Game Genie Codes,82
Abrams Battle Tank, 19,8WFT-ACF6,Start with 500 gallons of fuel,The Big Book of Game Genie Codes,83
Abrams Battle Tank, 20,HWGT-AABJ + HWGT-AACE,Start with 60 rounds of total ammo,The Big Book of Game Genie Codes,84
Abrams Battle Tank, 21,LCGT-AABJ + LCGT-AACE,Start with 80 rounds of total ammo,The Big Book of Game Genie Codes,85
Abrams Battle Tank, 22,NWGT-AABJ + NWGT-AACE,Start with 100 rounds of total ammo,The Big Book of Game Genie Codes,86
Abrams Battle Tank, 23,3CGT-AABJ + 3CGT-AACE,Start with 200 rounds of total ammo,The Big Book of Game Genie Codes,87
Abrams Battle Tank,,"With Codes 24 thru 50, the numbers of each kind of ammo may not be adjustable from the Supply Depot screen.",,The Big Book of Game Genie Codes,88
Abrams Battle Tank, 24,ACFT-AAF0,Start with 0 smoke canisters,The Big Book of Game Genie Codes,89
Abrams Battle Tank, 25,ARFT-AAF0,Start with 3 smoke canisters,The Big Book of Game Genie Codes,90
Abrams Battle Tank, 26,BLFT-AAF0,Start with 10 smoke canisters,The Big Book of Game Genie Codes,91
Abrams Battle Tank, 27,CWFT-AAF0,Start with 20 smoke canisters,The Big Book of Game Genie Codes,92
Abrams Battle Tank, 28,GLFT-AAF0,Start with 50 smoke canisters,The Big Book of Game Genie Codes,93
Abrams Battle Tank, 29,NWFT-AAF0,Start with 100 smoke canisters,The Big Book of Game Genie Codes,94
Abrams Battle Tank, 30,ACFT-AAFT,Start with 0 machine gun rounds,The Big Book of Game Genie Codes,95
Abrams Battle Tank, 31,CWFT-AAFT,Start with 20 machine gun rounds,The Big Book of Game Genie Codes,96
Abrams Battle Tank, 32,GLFT-AAFT,Start with 50 machine gun rounds,The Big Book of Game Genie Codes,97
Abrams Battle Tank, 33,NWFT-AAFT,Start with 100 machine gun rounds,The Big Book of Game Genie Codes,98
Abrams Battle Tank, 34,W4FT-AAFT,Start with 150 machine gun rounds,The Big Book of Game Genie Codes,99
Abrams Battle Tank, 35,9LFT-AAFT,Start with 250 machine gun rounds,The Big Book of Game Genie Codes,100
Abrams Battle Tank, 36,8WFT-ACFT,Start with 500 machine gun rounds,The Big Book of Game Genie Codes,101
Abrams Battle Tank, 37,FCFT-AAE8,Start with 40 HEAT rounds,The Big Book of Game Genie Codes,102
Abrams Battle Tank, 38,HWFT-AAE8,Start with 60 HEAT rounds,The Big Book of Game Genie Codes,103
Abrams Battle Tank, 39,LCFT-AAE8,Start with 80 HEAT rounds,The Big Book of Game Genie Codes,104
Abrams Battle Tank, 40,NWFT-AAE8,Start with 100 HEAT rounds,The Big Book of Game Genie Codes,105
Abrams Battle Tank, 41,CWFT-AAFE,Start with 20 Sabot rounds,The Big Book of Game Genie Codes,106
Abrams Battle Tank, 42,FCFT-AAFE,Start with 40 Sabot rounds,The Big Book of Game Genie Codes,107
Abrams Battle Tank, 43,HWFT-AAFE,Start with 60 Sabot rounds,The Big Book of Game Genie Codes,108
Abrams Battle Tank, 44,LCFT-AAFE,Start with 80 Sabot rounds,The Big Book of Game Genie Codes,109
Abrams Battle Tank, 45,NWFT-AAFE,Start with 100 Sabot rounds,The Big Book of Game Genie Codes,110
Abrams Battle Tank, 46,CWFT-AAFL,Start with 20 AX rounds,The Big Book of Game Genie Codes,111
Abrams Battle Tank, 47,FCFT-AAFL,Start with 40 AX rounds,The Big Book of Game Genie Codes,112
Abrams Battle Tank, 48,HWFT-AAFL,Start with 60 AX rounds,The Big Book of Game Genie Codes,113
Abrams Battle Tank, 49,LCFT-AAFL,Start with 80 AX rounds,The Big Book of Game Genie Codes,114
Abrams Battle Tank, 50,NWFT-AAFL,Start with 100 AX rounds,The Big Book of Game Genie Codes,115
Abrams Battle Tank,,Codes 51 and 52 won't prevent your tank from being destroyed if it takes enough hits.,,The Big Book of Game Genie Codes,116
Abrams Battle Tank,,"They don't prevent engine damage from overheating, either.",,The Big Book of Game Genie Codes,117
Abrams Battle Tank, 51,RHNA-A6ZC,Equipment can't be damaged,The Big Book of Game Genie Codes,118
Abrams Battle Tank, 52,AHNA-BZ7C,Equipment can't be destroyed,The Big Book of Game Genie Codes,119
Addams Family,   1,RH0A-R6VA,Infinite lives,The Big Book of Game Genie Codes,120
Addams Family,,"FOR CODES 2 THRU 5, START THE GAME BEFORE THE DEMO ENDS",,The Big Book of Game Genie Codes,121
Addams Family,   2,AGET-RAFY,Start with 1 life in a new game instead of 5,The Big Book of Game Genie Codes,122
Addams Family,   3,CCET-RAFY,Start with 10 lives--new game,The Big Book of Game Genie Codes,123
Addams Family,   4,LCET-RAFY,Start with 50 lives--new game,The Big Book of Game Genie Codes,124
Addams Family,   5,XGET-RAFY,Start with 99 lives--new game,The Big Book of Game Genie Codes,125
Addams Family,   6  ,AFET-TAA2,Start with 1 life after using a continue instead of 5,The Big Book of Game Genie Codes,126
Addams Family,   7,CBET-TAA2,Start with 10 lives after using a continue,The Big Book of Game Genie Codes,127
Addams Family,   8,LBET-TAA2,Start with 50 lives after using a continue,The Big Book of Game Genie Codes,128
Addams Family,   9,XFET-TAA2,Start with 99 lives after using a continue,The Big Book of Game Genie Codes,129
Addams Family, 10,AHTA-RAA2,"Extra life every 10,000 pts. instead of 50,000",The Big Book of Game Genie Codes,130
Addams Family, 11,CDTA-RAA2,"Extra life every 100,000 pts.",The Big Book of Game Genie Codes,131
Addams Family, 12,E1TA-RAA2,"Extra life every 250,000 pts.",The Big Book of Game Genie Codes,132
Addams Family, 13,AD4A-RACC,Finding a 1-UP gives you 0 more lives,The Big Book of Game Genie Codes,133
Addams Family, 14,A14A-RACC,Finding a 1-UP gives you 5 more lives,The Big Book of Game Genie Codes,134
Addams Family,,"FOR CODES 15 THRU 17, ONLY 2 HEARTS SHOW ON SCREEN",,The Big Book of Game Genie Codes,135
Addams Family, 15,AGFA-RABA,Start with 1 heart for the first life instead of 2,The Big Book of Game Genie Codes,136
Addams Family, 16,ARFA-RABA,Start with 3 hearts--1st life,The Big Book of Game Genie Codes,137
Addams Family, 17,A0FA-RABA,Start with 5 hearts--1st life,The Big Book of Game Genie Codes,138
Addams Family, 18,AGFA-RAA2,Start with max hearts at 1 instead of 2,The Big Book of Game Genie Codes,139
Addams Family, 19,ARFA-RAA2,Start with max hearts at 3,The Big Book of Game Genie Codes,140
Addams Family, 20,A0FA-RAA2,Start with max hearts at 5,The Big Book of Game Genie Codes,141
Addams Family, 21,A5ZT-RA6T,Invincible!,The Big Book of Game Genie Codes,142
Addams Family, 22,A13T-RAD4,Heart replenished every 5 dollars instead of 25,The Big Book of Game Genie Codes,143
Addams Family, 23,LD3T-RAD4,Heart replenished every 50 dollars,The Big Book of Game Genie Codes,144
Addams Family, 24,XH3T-RAD4,Heart replenished every 99 dollars,The Big Book of Game Genie Codes,145
Addams Family, 25,CX4A-RAHA,Shields last 1/3x normal,The Big Book of Game Genie Codes,146
Addams Family, 26,D54A-RAHA,Shields last 1/2x normal,The Big Book of Game Genie Codes,147
Addams Family, 27,SD4A-RAHA,Shields last 2x normal,The Big Book of Game Genie Codes,148
Addams Family, 28,0X4A-RAHA  ,Shields last 3x normal,The Big Book of Game Genie Codes,149
Addams Family, 29,AXYT-RA48,Shields last forever,The Big Book of Game Genie Codes,150
Addams Family, 30,A47T-RA42,Don't lose Fezi-copter when you die or change rooms ,The Big Book of Game Genie Codes,151
Aero the Acro-Bat,   1,WNEA-BE4Y,Start with 1 life,The Big Book of Game Genie Codes,152
Aero the Acro-Bat,   2,WJEA-BE4Y,Start with 2 lives,The Big Book of Game Genie Codes,153
Aero the Acro-Bat,   3,WAEA-BE4Y,Start with 4 lives,The Big Book of Game Genie Codes,154
Aero the Acro-Bat,   4,WTEA-BE4Y,Start with 8 lives,The Big Book of Game Genie Codes,155
Aero the Acro-Bat,   5,TNEA-BE4Y,Start with 11 lives,The Big Book of Game Genie Codes,156
Aero the Acro-Bat,   6,RE4A-A6VJ,Infinite lives,The Big Book of Game Genie Codes,157
Aero the Acro-Bat,   7,RG2A-A61W,"Never lose health (spikes, fire, etc. will still kill you)  ",The Big Book of Game Genie Codes,158
Aero the Acro-Bat,   8,AB6A-EADL,Start with 0 continues,The Big Book of Game Genie Codes,159
Aero the Acro-Bat,   9,AF6A-EADL,Start with 1 continue,The Big Book of Game Genie Codes,160
Aero the Acro-Bat, 10,AZ6A-EADL,Start with 5 continues,The Big Book of Game Genie Codes,161
Aero the Acro-Bat, 11,BK6A-EADL,Start with 10 continues,The Big Book of Game Genie Codes,162
Aero the Acro-Bat, 12,AVVA-EA3Y,Infinite continues,The Big Book of Game Genie Codes,163
Aero the Acro-Bat, 13,AYEA-AADR + AY6A-AAD0  ,Get extra lives more easily,The Big Book of Game Genie Codes,164
Aero the Acro-Bat, 14,RE6A-A6W6,"No extra life for 20,000 points",The Big Book of Game Genie Codes,165
Aero the Acro-Bat, 15,ABTA-CAHJ,Each star found worth 0 stars,The Big Book of Game Genie Codes,166
Aero the Acro-Bat, 16,AKTA-CAHJ,Each star found worth 2 stars,The Big Book of Game Genie Codes,167
Aero the Acro-Bat, 17,AZTA-CAHJ,Each star found worth 5 stars,The Big Book of Game Genie Codes,168
Aero the Acro-Bat, 18,BKTA-CAHJ,Each star found worth 10 stars,The Big Book of Game Genie Codes,169
Aero the Acro-Bat, 19,RHDA-A6YN,Infinite stars if you have some,The Big Book of Game Genie Codes,170
Aero the Acro-Bat, 20,AXDA-AA6J,Infinite stars even if you have none,The Big Book of Game Genie Codes,171
Aero the Acro-Bat, 21,RE8A-A6Z2,Timer doesn't run,The Big Book of Game Genie Codes,172
Aero the Acro-Bat, 22,ABSA-DA62,Finding a clock adds 0 minutes to timer,The Big Book of Game Genie Codes,173
Aero the Acro-Bat, 23,AKSA-DA62,Finding a clock adds 2 minutes to timer,The Big Book of Game Genie Codes,174
Aero the Acro-Bat, 24,AVSA-DA62,Finding a clock adds 4 minutes to timer,The Big Book of Game Genie Codes,175
Aero the Acro-Bat, 25,BBSA-DA62,Finding a clock adds 8 minutes to timer,The Big Book of Game Genie Codes,176
Aero the Acro-Bat, 26,9YLA-D976,Jump lower than normal while standing still,The Big Book of Game Genie Codes,177
Aero the Acro-Bat, 27,9ALA-D976,Jump a little higher than normal while standing still,The Big Book of Game Genie Codes,178
Aero the Acro-Bat, 28,8TLA-D976,Jump higher than normal while standing still,The Big Book of Game Genie Codes,179
Aero the Acro-Bat, 29,8ALA-D976,Jump much higher than normal while standing still,The Big Book of Game Genie Codes,180
Aero the Acro-Bat, 30,9YKA-D93Y,Jump lower than normal while running,The Big Book of Game Genie Codes,181
Aero the Acro-Bat, 31,9AKA-D93Y,Jump a little higher than normal while running,The Big Book of Game Genie Codes,182
Aero the Acro-Bat, 32,8TKA-D93Y,Jump higher than normal while running,The Big Book of Game Genie Codes,183
Aero the Acro-Bat, 33,8AKA-D93Y,Jump much higher than normal while running,The Big Book of Game Genie Codes,184
Afterburner 2,   1,AKYT-AAHT,Start on stage 2,The Big Book of Game Genie Codes,185
Afterburner 2,   2,APYT-AAHT,Start on stage 3,The Big Book of Game Genie Codes,186
Afterburner 2,   3,AVYT-AAHT,Start on stage 4,The Big Book of Game Genie Codes,187
Afterburner 2,   4,AZYT-AAHT,Start on stage 5,The Big Book of Game Genie Codes,188
Afterburner 2,   5,A3YT-AAHT,Start on stage 6,The Big Book of Game Genie Codes,189
Afterburner 2,   6,A7YT-AAHT,Start on stage 7,The Big Book of Game Genie Codes,190
Afterburner 2,   7,BBYT-AAHT,Start on stage 8,The Big Book of Game Genie Codes,191
Afterburner 2,   8,BFYT-AAHT,Start on stage 9,The Big Book of Game Genie Codes,192
Afterburner 2,   9,BKYT-AAHT,Start on stage 10,The Big Book of Game Genie Codes,193
Afterburner 2, 10,BPYT-AAHT,Start on stage 11,The Big Book of Game Genie Codes,194
Afterburner 2, 11,BVYT-AAHT,Start on stage 12,The Big Book of Game Genie Codes,195
Afterburner 2, 12,BZYT-AAHT,Start on stage 13,The Big Book of Game Genie Codes,196
Afterburner 2, 13,B3YT-AAHT,Start on stage 14,The Big Book of Game Genie Codes,197
Afterburner 2, 14,B7YT-AAHT,Start on stage 15,The Big Book of Game Genie Codes,198
Afterburner 2, 15,CBYT-AAHT,Start on stage 16,The Big Book of Game Genie Codes,199
Afterburner 2, 16,CFYT-AAHT,Start on stage 17,The Big Book of Game Genie Codes,200
Afterburner 2, 17,CKYT-AAHT,Start on stage 18,The Big Book of Game Genie Codes,201
Afterburner 2, 18,CPYT-AAHT,Start on stage 19,The Big Book of Game Genie Codes,202
Afterburner 2, 19,CVYT-AAHT,Start on stage 20,The Big Book of Game Genie Codes,203
Afterburner 2, 20,CZYT-AAHT,Start on stage 21,The Big Book of Game Genie Codes,204
Afterburner 2, 21,C3YT-AAHT,Start on stage 22,The Big Book of Game Genie Codes,205
Afterburner 2, 22,C7YT-AAHT,Start on stage 23,The Big Book of Game Genie Codes,206
Afterburner 2, 23,AANA-AABL,Start with 1 plane instead of 3,The Big Book of Game Genie Codes,207
Afterburner 2, 24,AENA-AABL,Start with 2 planes,The Big Book of Game Genie Codes,208
Afterburner 2, 25,ANNA-AABL,Start with 4 planes,The Big Book of Game Genie Codes,209
Afterburner 2, 26,ATNA-AABL,Start with 5 planes,The Big Book of Game Genie Codes,210
Afterburner 2, 27,AE2A-AAD6,Continue with 1 plane instead of 3  ,The Big Book of Game Genie Codes,211
Afterburner 2, 28,AJ2A-AAD6,Continue with 2 planes,The Big Book of Game Genie Codes,212
Afterburner 2, 29,AT2A-AAD6,Continue with 4 planes,The Big Book of Game Genie Codes,213
Afterburner 2, 30,AY2A-AAD6,Continue with 5 planes,The Big Book of Game Genie Codes,214
Afterburner 2, 31,AT0T-AA4T,"Almost infinite planes   (if it is your only plane, it will still be lost.)  ",The Big Book of Game Genie Codes,215
Afterburner 2, 32,AANA-AABW + AANA-AAB4,Start with 0 missiles instead of 50,The Big Book of Game Genie Codes,216
Afterburner 2, 33,BJNA-AABW + BJNA-AAB4,Start with 10 missiles,The Big Book of Game Genie Codes,217
Afterburner 2, 34,DENA-AABW + DENA-AAB4,Start with 25 missiles,The Big Book of Game Genie Codes,218
Afterburner 2, 35,KNNA-AABW + KNNA-AAB4  ,Start with 75 missiles,The Big Book of Game Genie Codes,219
Afterburner 2, 36,NTNA-AABW + NTNA-AAB4,Start with 100 missiles,The Big Book of Game Genie Codes,220
Afterburner 2,,"Codes 37 to 41, if you have any missiles left when you continue, they will be added to the quantities in the codes.",,The Big Book of Game Genie Codes,221
Afterburner 2, 37,AA2A-AAET,Continue with no extra missiles,The Big Book of Game Genie Codes,222
Afterburner 2, 38,BJ2A-AAET,Continue with 10 extra missiles,The Big Book of Game Genie Codes,223
Afterburner 2, 39,DE2A-AAET,Continue with 25 extra missiles,The Big Book of Game Genie Codes,224
Afterburner 2, 40,KN2A-AAET,Continue with 75 extra missiles,The Big Book of Game Genie Codes,225
Afterburner 2, 41,NT2A-AAET,Continue with 100 extra missiles,The Big Book of Game Genie Codes,226
Afterburner 2, 42,BJ6A-AA26,Infinite missiles,The Big Book of Game Genie Codes,227
Afterburner 2, 43,AAZA-AAEE,0 continues instead of 3,The Big Book of Game Genie Codes,228
Afterburner 2, 44,AEZA-AAEE,1 continue,The Big Book of Game Genie Codes,229
Afterburner 2, 45,AYZA-AAEE,5 continues,The Big Book of Game Genie Codes,230
Afterburner 2, 46,BEZA-AAEE,9 continues,The Big Book of Game Genie Codes,231
Afterburner 2, 47,AT2A-AA6C,Infinite continues,The Big Book of Game Genie Codes,232
Air Buster,   1,ACST-AAFT,Infinite lives for player 1,The Big Book of Game Genie Codes,233
Air Buster,   2,ACYT-AAE0,Infinite lives for player 2,The Big Book of Game Genie Codes,234
Air Buster,   3,ACTA-AACJ,Infinite credits for player 1,The Big Book of Game Genie Codes,235
Air Buster,   4,ACZA-AABR,Infinite credits for player 2,The Big Book of Game Genie Codes,236
Air Buster,,"When using Codes 5 thru 19, sometimes you can't gain full control of your fighter until you've been shot down once.",,The Big Book of Game Genie Codes,237
Air Buster,   5,AJGT-AACJ,Start on phase 2--player 1,The Big Book of Game Genie Codes,238
Air Buster,   6,ANGT-AACJ,Start on phase 3--player 1,The Big Book of Game Genie Codes,239
Air Buster,   7,ATGT-AACJ,Start on phase 4--player 1,The Big Book of Game Genie Codes,240
Air Buster,   8,AYGT-AACJ,Start on phase 5--player 1,The Big Book of Game Genie Codes,241
Air Buster,   9,A2GT-AACJ,Start on phase 6--player 1,The Big Book of Game Genie Codes,242
Air Buster, 10,AJGT-AAHW,Start on phase 2--player 2,The Big Book of Game Genie Codes,243
Air Buster, 11,ANGT-AAHW,Start on phase 3--player 2,The Big Book of Game Genie Codes,244
Air Buster, 12,ATGT-AAHW,Start on phase 4--player 2,The Big Book of Game Genie Codes,245
Air Buster, 13,AYGT-AAHW,Start on phase 5--player 2,The Big Book of Game Genie Codes,246
Air Buster, 14,A2GT-AAHW,Start on phase 6--player 2,The Big Book of Game Genie Codes,247
Air Buster, 15,AJHA-AAFR,Start on phase 2--twin setup,The Big Book of Game Genie Codes,248
Air Buster, 16,ANHA-AAFR,Start on phase 3--twin setup,The Big Book of Game Genie Codes,249
Air Buster, 17,ATHA-AAFR,Start on phase 4--twin setup,The Big Book of Game Genie Codes,250
Air Buster, 18,AYHA-AAFR,Start on phase 5--twin setup,The Big Book of Game Genie Codes,251
Air Buster, 19,A2HA-AAFR,Start on phase 6--twin setup,The Big Book of Game Genie Codes,252
Air Buster, 20,HHVT-B2Y4,Each normal shot power-up (P) worth half max power -  player 1,The Big Book of Game Genie Codes,253
Air Buster, 21,HHVT-BAY4,Each normal shot power-up (P) worth almost max power -  player 1,The Big Book of Game Genie Codes,254
Air Buster, 22,HHVT-B2ZT,Each normal shot power-up (P) worth half max power - player 2,The Big Book of Game Genie Codes,255
Air Buster, 23,HHVT-BAZT,Each normal shot power-up (P) worth almost max power - player 2,The Big Book of Game Genie Codes,256
